SBS-Example1	DPD-Example1
evam'eva, suddh'āvāsesu devesu antarahitā bhagavato purato <b>pāturahesuṃ</b>. atha kho tā devatā bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhaṃsu.	evam'eva, suddh'āvāsesu devesu antarahitā bhagavato purato <b>pāturahesuṃ</b>. atha kho tā devatā bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhaṃsu.
tassa abhisambodhāya ayaṃ pañcamo mahāsupino <b>pāturahosi</b>.	bhaggesu suṃsumāragire bhesakaḷāvane migadāye antarahito cetīsu pācīnavaṃsadāye āyasmato anuruddhassa sammukhe <b>pāturahosi</b>
idha, bhikkhave, asappuriso yo hoti parassa avaṇṇo taṃ apuṭṭho'pi <b>pātu</b> <b>karoti</b>, ko pana vādo puṭṭhassa!	idha, bhikkhave, asappuriso yo hoti parassa avaṇṇo taṃ apuṭṭho'pi <b>pātu karoti</b>, ko pana vādo puṭṭhassa! puṭṭho kho pana pañh'ābhinīto ahāpetvā alambitvā paripūraṃ vitthārena parassa avaṇṇaṃ bhāsitā hoti.
ayaṃ te, ambho purisa, chaṭṭho antaracaro vadhako ukkhitt'āsiko piṭṭhito piṭṭhito anubandho, yatth'eva naṃ passissāmi tatth'eva siro <b>pātessāmī</b>'ti.	puriso ca te ukkhitt'āsiko piṭṭhito piṭṭhito anubandhissati. yatth'eva naṃ thokam'pi chaḍḍessati tatth'eva te siro <b>pātessatī</b>'ti.
na sammā vattati, na lomaṃ <b>pāteti</b>, na netthāraṃ vattati, yena saṅgho attamano hoti taṃ karomī'ti n'āha.	tattha ca me, brāhmaṇa, viharato mago vā āgacchati, moro vā kaṭṭhaṃ <b>pāteti</b>, vāto vā paṇṇakasaṭaṃ ereti.
ādīnavā ālasy'ānuyoge. atisītan'ti kammaṃ na karoti, atiuṇhan'ti kammaṃ na karoti, atisāyan'ti kammaṃ na karoti, ati<b>pāto</b>'ti kammaṃ na karoti, atichāto'smī'ti kammaṃ na karoti	padumaṃ yathā kokanadaṃ sugandhaṃ,<br/><b>pāto</b> siyā phullam'avītagandhaṃ,<br/>aṅgīrasaṃ passa virocamānaṃ,<br/>tapantam'ādiccam'iv'antalikkhe'ti.
atha kho bhagavā sitaṃ <b>pātvākāsi</b>. atha kho tā devatāyo bhiyyosomattāya ujjhāyantiyo vehāsaṃ abbhuggañchuṃ.	atha kho bhagavā sitaṃ <b>pātvākāsi</b>. atha kho tā devatāyo bhiyyosomattāya ujjhāyantiyo vehāsaṃ abbhuggañchuṃ.
navaṃ pana bhikkhunā mañcaṃ vā pīṭhaṃ vā kārayamānena aṭṭhaṅgula<b>pādakaṃ</b> kāretabbaṃ sugat'aṅgulena, aññatra heṭṭhimāya aṭaniyā.	yo pana bhikkhu saṅghike vihāre uparivehāsakuṭiyā āhacca<b>pādakaṃ</b> mañcaṃ vā pīṭhaṃ vā abhinisīdeyya vā abhinipajjeyya vā, pācittiyaṃ.
heṭṭhā kho pana tassa bhoto gotamassa <b>pādatalesu</b> cakkāni jātāni sahass'ārāni sanemikāni sanābhikāni sabb'ākāraparipūrāni	heṭṭhā kho pana tassa bhoto gotamassa <b>pādatalesu</b> cakkāni jātāni sahass'ārāni sanemikāni sanābhikāni sabb'ākāraparipūrāni, idam'pi tassa bhoto gotamassa mahāpurisassa mahāpurisalakkhaṇaṃ bhavati.
aho, vata me kukkuṭapotakā <b>pādanakhasikhāya</b> vā mukhatuṇḍakena vā aṇḍakosaṃ padāletvā sotthinā abhinibbhijjeyyun'ti	yo nu kho tesaṃ kukkuṭacchāpakānaṃ paṭhamataraṃ <b>pādanakhasikhāya</b> vā mukhatuṇḍakena vā aṇḍakosaṃ padāletvā sotthinā abhinibbhijjeyya
amhākaṃ kho pana bhagavā dīpaṅ'kara<b>pādamūlato</b> paṭṭhāya	amhākaṃ kho pana bhagavā dīpaṅ'kara-pādamūlato paṭṭhāya
na <b>pāduk'</b>āruḷhassa agilānassa dhammaṃ desessāmī'ti sikkhā karaṇīyā.	na <b>pāduk</b>'āruḷhassa agilānassa dhammaṃ desessāmī'ti sikkhā karaṇīyā.
na <b>pāduk'āruḷhassa</b> agilānassa dhammaṃ desessāmī'ti sikkhā karaṇīyā.	na <b>pāduk'āruḷhassa</b> agilānassa dhammaṃ desessāmī'ti sikkhā karaṇīyā.
<b>pānakathaṃ</b> vatthakathaṃ sayanakathaṃ mālākathaṃ gandhakathaṃ ñātikathaṃ yānakathaṃ	seyyath'idaṃ, rājakathaṃ corakathaṃ mahāmattakathaṃ senākathaṃ bhayakathaṃ yuddhakathaṃ annakathaṃ <b>pānakathaṃ</b> vatthakathaṃ sayanakathaṃ mālākathaṃ gandhakathaṃ ñātikathaṃ yānakathaṃ
dadāti ve yathāsaddhaṃ, yathāpasādanaṃ jano,<br/>tattha yo maṅku bhavati, paresaṃ <b>pānabhojane</b>,<br/>na so divā vā rattiṃ vā, samādhim'adhigacchati.	dadāti ve yathāsaddhaṃ,<br/>yathāpasādanaṃ jano,<br/>tattha yo maṅku bhavati,<br/>paresaṃ <b>pānabhojane</b>,<br/>na so divā vā rattiṃ vā,<br/>samādhim'adhigacchati.
surāmeraya<b>pānañ</b>'ca, yo naro anuyuñjati.<br/>idh'evam'eso lokasmiṃ, mūlaṃ khaṇati attano.	so ca hoti dubbaṇṇo duddasiko okoṭimako bavhābādho kāṇo vā kuṇī vā khañjo vā pakkhahato vā, na lābhī annassa <b>pānassa</b> vatthassa yānassa mālāgandhavilepanassa seyyāvasathapadīpeyyassa.
<b>pānīyaparibhojanīy'ūpaṭṭhapanañ</b>'ca, chand'ārahānaṃ bhikkhūnaṃ chand'āharaṇañ'ca, tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	<b>pānīyaparibhojanīy'ūpaṭṭhapanañ</b>'ca, chand'ārahānaṃ bhikkhūnaṃ chand'āharaṇañ'ca, tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca
na sāmisena hatthena <b>pānīya</b>thālakaṃ paṭiggahessāmī'ti sikkhā karaṇīyā.	tassā evam'assa, yaṃnūn'āhaṃ agatapubbañ'c'eva disaṃ gaccheyyaṃ, akhāditapubbāni ca tiṇāni khādeyyaṃ, apītapubbāni ca <b>pānīyāni</b> piveyyan'ti.
evarūpassa puggalassa tādisaṃy'eva appamattakaṃ <b>pāpakammaṃ</b> kataṃ diṭṭhadhammavedanīyaṃ hoti, n'āṇu'pi khāyati, kiṃ bahud'eva.	na antalikkhe na samuddamajjhe,<br/>na pabbatānaṃ vivaraṃ pavissa,<br/>na vijjati so jagatippadeso,<br/>yatthaṭṭhito mucceyya <b>pāpakammā</b>.
gabbham'eke uppajjanti, nirayaṃ <b>pāpakammino</b>,<br/>saggaṃ sugatino yanti, parinibbanti anāsavā.	gabbham'eke uppajjanti,<br/>nirayaṃ <b>pāpakammino</b>,<br/>saggaṃ sugatino yanti,<br/>parinibbanti anāsavā.
sānuṃ pabuddhaṃ vajjāsi,<br/>yakkhānaṃ vacanaṃ idaṃ,<br/>m'ākāsi <b>pāpakaṃ</b> kammaṃ,<br/>āvi vā yadi vā raho.	sānuṃ pabuddhaṃ vajjāsi,<br/>yakkhānaṃ vacanaṃ idaṃ,<br/>m'ākāsi <b>pāpakaṃ</b> kammaṃ,<br/>āvi vā yadi vā raho.
idha socati pecca socati, <b>pāpakārī</b> ubhay'attha socati,<br/>so socati so vihaññati, disvā kammakiliṭṭham'attano.	idha socati pecca socati,<br/><b>pāpakārī</b> ubhay'attha socati,<br/>so socati so vihaññati,<br/>disvā kammakiliṭṭham'attano.
<b>pāpañ'ce</b> puriso kayirā, na naṃ kayirā punappunaṃ,<br/>na tamhi chandaṃ kayirātha, dukkho pāpassa uccayo.	<b>pāpañ'ce</b> puriso kayirā,<br/>na naṃ kayirā punappunaṃ,<br/>na tamhi chandaṃ kayirātha,<br/>dukkho pāpassa uccayo.
kāsāvakaṇṭhā bahavo, <b>pāpadhammā</b> asaññatā,<br/>pāpā pāpehi kammehi, nirayaṃ te upapajjare.	kāsāvakaṇṭhā bahavo,<br/><b>pāpadhammā</b> asaññatā,<br/>pāpā pāpehi kammehi,<br/>nirayaṃ te upapajjare.
evaṃ bho purisa jānāhi, <b>pāpadhammā</b> asaññatā. <br/>mā taṃ lobho adhammo ca, ciraṃ dukkhāya randhayuṃ.	evaṃ bho purisa jānāhi,<br/><b>pāpadhammā</b> asaññatā,<br/>mā taṃ lobho adhammo ca,<br/>ciraṃ dukkhāya randhayuṃ.
hirīmā'yaṃ, bhikkhave, ottāpī appamatto hoti. so appamatto samāno bhabbo anādariyaṃ pahātuṃ dovacassataṃ pahātuṃ <b>pāpamittataṃ</b> pahātuṃ.	ālasyaṃ anuṭṭhānaṃ bhogānaṃ paripantho, amaṇḍanā avibhūsanā vaṇṇassa paripantho, asappāyakiriyā ārogyassa paripantho, <b>pāpamittatā</b> sīlānaṃ paripantho
<b>pāpamittassa</b> purisapuggalassa kalyāṇamittatā hoti parinibbānāya. pamattassa purisapuggalassa appamādo hoti parinibbānāya.	kiñ'c'āpi, bhikkhave, evarūpassa puggalassa na diṭṭh'ānugatiṃ āpajjati, atha kho naṃ pāpako kittisaddo abbhuggacchati, <b>pāpamitto</b> purisapuggalo pāpasahāyo pāpasampavaṅko'ti.
bhikkhu pan'eva aññataraṃ gāmaṃ vā nigamaṃ vā upanissāya viharati, kuladūsako <b>pāpasamācāro</b>	bhikkhu pan'eva aññataraṃ gāmaṃ vā nigamaṃ vā upanissāya viharati kuladūsako <b>pāpasamācāro</b>, tassa kho pāpakā samācārā dissanti c'eva suyyanti ca, kulāni ca tena duṭṭhāni dissanti c'eva suyyanti ca
ko nu kho, bhante hetu, ko paccayo pāpassa kammassa kiriyāya <b>pāpassa</b> kammassa pavattiyā'ti?	atha <b>pāpāni</b> kammāni,<br/>karaṃ bālo na bujjhati,<br/>sehi kammehi dummedho,<br/>aggidaḍḍho'va tappati.
<b>pāpo</b>'pi passati bhadraṃ, yāva pāpaṃ na paccati,<br/>yadā ca paccati pāpaṃ, atha <b>pāpo</b> pāpāni passati.	<b>pāpo</b>'pi passati bhadraṃ,<br/>yāva pāpaṃ na paccati,<br/>yadā ca paccati pāpaṃ,<br/>atha <b>pāpo</b> pāpāni passati.
<b>pāpāni</b> parivajjeti, sa munī tena so muni. <br/>yo munāti ubho loke, muni tena pavuccati.	idha chinditamārite,<br/>hatajānīsu kassapo,<br/>na <b>pāpaṃ</b> samanupassati,<br/>puññaṃ vā pana attano,<br/>sa ve vissāsam'ācikkhi,<br/>satthā arahati mānanan'ti.
na c'eva no cittaṃ vipariṇataṃ bhavissati, na ca <b>pāpikaṃ</b> vācaṃ nicchāressāma, hit'ānukampī ca viharissāma mettacittā na dos'antarā.	na c'eva no cittaṃ vipariṇataṃ bhavissati, na ca pāpikaṃ vācaṃ nicchāressāma, hit'ānukampī ca viharissāma metta-cittā na dos'antarā.
apuññalābho ca gatī ca <b>pāpikā</b>, bhītassa bhītāya ratī ca thokikā,<br/>rājā ca daṇḍaṃ garukaṃ paṇeti, tasmā naro paradāraṃ na seve.	apuññalābho ca gatī ca <b>pāpikā</b>,<br/>bhītassa bhītāya ratī ca thokikā,<br/>rājā ca daṇḍaṃ garukaṃ paṇeti,<br/>tasmā naro paradāraṃ na seve.
ahañ'c'eva kho pana yādisake kāme ohāya agārasmā anagāriyaṃ pabbajito tādisake vā kāme pariyeseyyaṃ tato vā <b>pāpiṭṭha</b>tare, na m'etaṃ patirūpan'ti.	ahañ'c'eva kho pana yādisake kāme ohāya agārasmā anagāriyaṃ pabbajito tādisake vā kāme pariyeseyyaṃ tato vā <b>pāpiṭṭha</b>tare, na m'etaṃ patirūpan'ti.
ahañ'c'eva kho pana yādisake kāme ohāya agārasmā anagāriyaṃ pabbajito tādisake vā kāme pariyeseyyaṃ tato vā <b>pāpiṭṭhatare</b>, na m'etaṃ patirūpan'ti.	ahañ'c'eva kho pana yādisake kāme ohāya agārasmā anagāriyaṃ pabbajito tādisake vā kāme pariyeseyyaṃ tato vā <b>pāpiṭṭhatare</b>, na m'etaṃ patirūpan'ti.
ayaṃ vuccati ariyasāvako akaraṇīyo mārassa akaraṇīyo <b>pāpimato</b>'ti	luddo'ti kho, bhikkhave, mārassetaṃ <b>pāpimato</b> adhivacanaṃ. papatā'ti kho, bhikkhave, lābhasakkārasilokassetaṃ adhivacanaṃ. suttakan'ti kho, bhikkhave, nandirāgassetaṃ adhivacanaṃ.
diso disaṃ yaṃ taṃ kayirā, verī vā pana verinaṃ,<br/>micchāpaṇihitaṃ cittaṃ, <b>pāpiyo</b> naṃ tato kare.	diso disaṃ yaṃ taṃ kayirā,<br/>verī vā pana verinaṃ,<br/>micchāpaṇihitaṃ cittaṃ,<br/><b>pāpiyo</b> naṃ tato kare.
vedanaṃ pharusaṃ jāniṃ, sarīrassa ca bhedanaṃ,<br/>garukaṃ vā'pi ābādhaṃ, cittakkhepañ'ca <b>pāpuṇe</b>.	atha kho, āvuso, rājā pasenadi kosalo sāvatthiyā nikkhamitvā antepuradvārā paṭhamaṃ rathavinītaṃ abhiruheyya, paṭhamena rathavinītena dutiyaṃ rathavinītaṃ <b>pāpuṇeyya</b>, paṭhamaṃ rathavinītaṃ vissajjeyya dutiyaṃ rathavinītaṃ abhiruheyya.
yattha nu kho, bhante, na jāyati na jīyati na mīyati na cavati na upapajjati, sakkā nu kho so, bhante, gamanena lokassa anto ñātuṃ vā daṭṭhuṃ vā <b>pāpuṇituṃ</b> vā'ti?	yattha nu kho, bhante, na jāyati na jīyati na mīyati na cavati na upapajjati, sakkā nu kho so, bhante, gamanena lokassa anto ñātuṃ vā daṭṭhuṃ vā <b>pāpuṇituṃ</b> vā'ti?
upakaṭṭhāya pavāraṇāya sabb'eva saha paṭisambhidāhi arahattaṃ <b>pāpuṇiṃsu</b>	upakaṭṭhāya pavāraṇāya sabb'eva saha paṭisambhidāhi arahattaṃ <b>pāpuṇiṃsu</b>
kālena dhammassavanaṃ, kālena dhammasākacchā, kālena sammasanā, kālena vipassanā, ime kho, bhikkhave, cattāro kālā sammā bhāviyamānā sammā anuparivattiyamānā anupubbena āsavānaṃ khayaṃ <b>pāpenti</b>.	tasmā pattapuṭass'eva,<br/>ñatvā sampākam'attano,<br/>asante n'upaseveyya,<br/>sante seveyya paṇḍito,<br/>asanto nirayaṃ nenti,<br/>santo <b>pāpenti</b> suggatin'ti.
tassa kismiñci'd'eva pasādanīye nimitte cittaṃ paṇidahato <b>pāmojjaṃ</b> jāyati. pamuditassa pīti jāyati. pītimanassa kāyo passambhati. passaddhakāyo sukhaṃ vedayati. sukhino cittaṃ samādhiyati.	man'indriyaṃ asaṃvutassa, bhikkhave, viharato cittaṃ byāsiñcati manoviññeyyesu dhammesu, tassa byāsittacittassa <b>pāmojjaṃ</b> na hoti. pāmojje asati pīti na hoti. pītiyā asati passaddhi na hoti. passaddhiyā asati dukkhaṃ hoti.
mitte bhajassu kalyāṇe, suddhājīve atandite,<br/>paṭisanthāravuty'assa, ācārakusalo siyā,<br/>tato <b>pāmojjabahulo</b>, dukkhass'antaṃ karissati.	chinnaṃ pāpimato sotaṃ,<br/>viddhastaṃ vinaḷīkataṃ,<br/><b>pāmojjabahulā</b> hotha,<br/>khemaṃ pattattha bhikkhavo'ti.
sa vedagū vusitabrahmacariyo,<br/>lok'antagū <b>pāragato</b>'ti vuccatī'ti.	paroparā yassa samecca dhammā,<br/>vidhūpitā atthagatā na santi,<br/>sa ve muni vusitabrahmacariyo,<br/>lok'antagū <b>pāragato</b>'ti vuccatī'ti.
hananti bhogā dummedhaṃ, no ca <b>pāragavesino</b>,<br/>bhogataṇhāya dummedho, hanti aññe'va attanaṃ.	hananti bhogā dummedhaṃ,<br/>no ca <b>pāragavesino</b>,<br/>bhogataṇhāya dummedho,<br/>hanti aññ'eva attanaṃ.
tasmā jantu sadā sato, kāmāni parivajjaye,<br/>te pahāya tare oghaṃ, nāvaṃ sitvā'va <b>pāragū</b>'ti.	yaṃ manussā namassanti,<br/>sabbadhammāna <b>pāraguṃ</b>,<br/>devā'pi taṃ namassanti,<br/>iti me arahato sutaṃ.
pañcavedā sataṃ samaṃ,<br/>tapassī brāhmaṇā caraṃ,<br/>cittañ'ca nesaṃ na sammā vimuttaṃ,<br/>hīn'attharūpā na <b>pāraṅ'gamā</b> te.	pañcavedā sataṃ samaṃ,<br/>tapassī brāhmaṇā caraṃ,<br/>cittañ'ca nesaṃ na sammā vimuttaṃ,<br/>hīn'attharūpā na <b>pāraṅ'gamā</b> te.
paṭhamaṃ dāna<b>pārami</b>, dutiyaṃ sīla<b>pārami</b>, tatiyaṃ nekkhamma<b>pārami</b>	vicinanto tadā dakkhiṃ,<br/>dutiyaṃ sīla<b>pāramiṃ</b>,<br/>pubbakehi mahesīhi,<br/>āsevitanisevitaṃ.
tassa purisassa uttiṇṇassa <b>pāraṅ</b>'gatassa evam'assa – bahukāro kho me ayaṃ kullo, im'āhaṃ kullaṃ nissāya hatthehi ca pādehi ca vāyamamāno sotthinā pāraṃ uttiṇṇo.	oraṃ samuddassa atittarūpo,<br/><b>pāraṃ</b> samuddassa'pi patthayetha,<br/>rājā ca aññe ca bahū manussā,<br/>avītataṇhā maraṇaṃ upenti,<br/>ūnāva hutvāna jahanti dehaṃ,<br/>kāmehi lokamhi na hatthi titti.
tatr'ime cattāro <b>pārājikā</b> dhammā uddesaṃ āgacchanti.	tatr'ime cattāro <b>pārājikā</b> dhammā uddesaṃ āgacchanti.
duṭṭhullā nāma āpatti cattāri ca <b>pārājikāni</b> terasa ca saṅghādisesā.	duṭṭhullā nāma āpatti cattāri ca <b>pārājikāni</b> terasa ca saṅghādisesā.
handa mayaṃ <b>pārāpariya</b>ttheragāthāyo bhaṇāmase	handa mayaṃ <b>pārāpariya</b>ttheragāthāyo bhaṇāmase
yassa pāraṃ apāraṃ vā, <b>pār'āpāraṃ</b> na vijjati,<br/>vītaddaraṃ visaṃyuttaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.	yassa pāraṃ apāraṃ vā,<br/><b>pār'āpāraṃ</b> na vijjati,<br/>vītaddaraṃ visaṃyuttaṃ,<br/>tam'ahaṃ brūmi brāhmaṇaṃ.
idañ'ca pana m'etaṃ, bhikkhave, sandhāya bhāsitaṃ <b>pārāyane</b> puṇṇakapañhe	idañ'ca pana m'etaṃ, bhikkhave, sandhāya bhāsitaṃ <b>pārāyane</b> puṇṇakapañhe.
yo pana bhikkhu, otiṇṇo vipariṇatena cittena, mātugāmassa santike attakāma<b>pāricariyāya</b> vaṇṇaṃ bhāseyya, 	etad'aggaṃ bhagini <b>pāricariyānaṃ</b> yā mādisaṃ sīlavantaṃ kalyāṇadhammaṃ brahmacāriṃ etena dhammena paricareyyā'ti methun'upasaṃhitena, saṅghādiseso.
paṭiladdhāya bhiyyobhāvāya vepullāya bhāvanāya <b>pāripūriyā</b> saṃvattanti.	tassa papaṭikā'pi pāripūriṃ gacchati taco'pi pheggu'pi sāro'pi <b>pāripūriṃ</b> gacchati
yathā ca anuppannassa satisambojjh'aṅgassa uppādo hoti tañ'ca pajānāti, yathā ca uppannassa satisambojjh'aṅgassa bhāvanāya <b>pāripūrī</b> hoti tañ'ca pajānāti.	yathā ca anuppannassa sati-sambojjh'aṅgassa uppādo hoti tañ'ca pajānāti, yathā ca uppannassa sati-sambojjh'aṅgassa bhāvanāya pāripūrī hoti tañ'ca pajānāti.
evam'eva kho, bhikkhave, sace tumhe'pi na orimaṃ tīraṃ upagacchatha, na <b>pārimaṃ </b>tīraṃ upagacchatha, na majjhe saṃsīdissatha, na thale ussīdissatha	evam'eva kho, bhikkhave, sace tumhe'pi na orimaṃ tīraṃ upagacchatha, na <b>pārimaṃ</b> tīraṃ upagacchatha, na majjhe saṃsīdissatha, na thale ussīdissatha
chand'āharaṇa<b>pārisuddhiāharaṇāni</b>, pana imissaṃ sīmāyaṃ hatthapāsaṃ vijahitvā nisinnānaṃ bhikkhūnaṃ abhāvato n'atthi.	chand'āharaṇa<b>pārisuddhiāharaṇāni</b>, pana imissaṃ sīmāyaṃ hatthapāsaṃ vijahitvā nisinnānaṃ bhikkhūnaṃ abhāvato n'atthi.
yo pana bhikkhu aññātikāya bhikkhuniyā hatthato cīvaraṃ paṭiggaṇheyya, aññatra <b>pārivattakā</b>, nissaggiyaṃ pācittiyaṃ.	yo pana bhikkhu aññātikāya bhikkhuniyā hatthato cīvaraṃ paṭiggaṇheyya aññatra <b>pārivattakā</b>, nissaggiyaṃ pācittiyaṃ.
n'ānuyuttā tathā eke, muṇḍā saṅghāṭi<b>pārutā</b>.<br/>sambhāvanaṃyev'icchanti, lābhasakkāramucchitā.	rukkhamūlaṃ'va nissāya,<br/>muṇḍo saṅghāṭi<b>pāruto</b>,<br/>paññāya uttamo thero,<br/>upatisso'va jhāyati.
parimaṇḍalaṃ <b>pārupissāmī</b>'ti sikkhā karaṇīyā.	parimaṇḍalaṃ <b>pārupissāmī</b>'ti sikkhā karaṇīyā.
so taṃ paṭiggaṇheyya, paṭiggahetvā <b>pārupeyya</b>, pārupetvā attamano attamanavācaṃ nicchāreyya, chekaṃ vata, bho, odātaṃ vatthaṃ abhirūpaṃ nimmalaṃ sucī'ti!	so taṃ paṭiggaṇheyya, paṭiggahetvā <b>pārupeyya</b>, pārupetvā attamano attamanavācaṃ nicchāreyya, chekaṃ vata, bho, odātaṃ vatthaṃ abhirūpaṃ nimmalaṃ sucī'ti!
brahmamārā ca indā ca loka<b>pālā</b> ca devatā, yamo, mittā manussā ca majjhattā verikā'pi ca, sabbe sattā sukhī hontu.	bhavam'atthu bhavantaṃ joti<b>pālaṃ</b>, rājā disampati bhavantaṃ joti<b>pālaṃ</b> māṇavaṃ āmantayati, rājā disampati bhoto joti<b>pālassa</b> māṇavassa dassanakāmo'ti
go<b>pālako</b> sāyanhasamaye sāmikānaṃ gāvo niyyātetvā iti paṭisañcikkhati, ajja kho gāvo amukasmiñ'ca amukasmiñ'ca padese cariṃsu	go<b>pālako</b> sāyanhasamaye sāmikānaṃ gāvo niyyātetvā iti paṭisañcikkhati, ajja kho gāvo amukasmiñ'ca amukasmiñ'ca padese cariṃsu
yattakā bhikkhū tassa uposathakammassa pattayuttā anurūpā, sabb'antimena paricchedena cattāro bhikkhū pakatattā, saṅghena anukkhittā, te ca kho hattha<b>pāsaṃ</b> avijahitvā ekasīmayaṃ ṭhitā.	yattakā bhikkhū tassa uposathakammassa pattayuttā anurūpā, sabb'antimena paricchedena cattāro bhikkhū pakatattā, saṅghena anukkhitā, te ca kho hattha<b>pāsaṃ</b> avijahitvā ekasīmayaṃ ṭhitā.
mutt'āhaṃ sabba<b>pāsehi</b>, ye dibbā ye ca mānusā.<br/>mahābandhanamutto'mhi, nihato tvam'asi antakā'ti. 	it'āyaṃ kodharūpena,<br/>maccu<b>pāso</b> guhāsayo,<br/>taṃ damena samucchinde,<br/>paññāvīriyena diṭṭhiyā.
bhante, imaṃ catumāsaṃ bhikkhusaṅghaṃ gahetvā idh'eva vasatha, <b>pāsādam</b>'ahaṃ karissāmī'ti.	tam'enaṃ evaṃ vadeyyuṃ, ambho purisa, yassa tvaṃ <b>pāsādassa</b> ārohaṇāya nisseṇiṃ karosi, jānāsi taṃ <b>pāsādaṃ</b> puratthimāya vā disāya dakkhiṇāya vā disāya pacchimāya vā disāya uttarāya vā disāya ucco vā nīco vā majjhimo vā'ti?
imehi kho, bhikkhave, dasahi dhammehi samannāgato bhikkhu samanta'<b>pāsādiko</b> ca hoti sabb'ākāraparipūro cā'ti.	atha kho bhagavato etad'ahosi, <b>pāsādikaṃ</b> kho ayaṃ kulaputto iriyati. yaṃnūn'āhaṃ puccheyyan'ti.
sā kho pan'assa janapadakalyāṇī parama<b>pāsāvinī</b> nacce, paramapāsāvinī gīte.	sā kho pan'assa janapadakalyāṇī parama<b>pāsāvinī</b> nacce, parama<b>pāsāvinī</b> gīte.
sā kho pan'assa janapadakalyāṇī parama<b>pāsāvinī</b> nacce, paramapāsāvinī gīte.	sā kho pan'assa janapadakalyāṇī parama<b>pāsāvinī</b> nacce, parama<b>pāsāvinī</b> gīte.
atha v'āssa agārāni, aggi ḍahati <b>pāvako</b>,<br/>kāyassa bhedā duppañño, nirayaṃ so'papajjati.	atha v'āssa agārāni,<br/>aggi ḍahati <b>pāvako</b>,<br/>kāyassa bhedā duppañño,<br/>nirayaṃ so'papajjati.
na hi pāpaṃ kataṃ kammaṃ, sajju khīraṃ'va muccati,<br/>ḍahantaṃ bālam'anveti, bhasmacchanno'va <b>pāvako</b>.	na hi pāpaṃ kataṃ kammaṃ,<br/>sajju khīraṃ'va muccati,<br/>ḍahantaṃ bālam'anveti,<br/>bhasmacchanno'va <b>pāvako</b>.
upāsakā bhikkhunisaṅghassa cīvar'atthāya chandakaṃ saṃharitvā, aññatarassa <b>pāvārikassa</b> ghare parikkhāraṃ nikkhipitvā, bhikkhuniyo upasaṅkamitvā etadavocuṃ	ekaṃ samayaṃ bhagavā nāḷandāyaṃ viharati <b>pāvārika</b>-ambavane.
atha kho bhagavā kismiñci'd'eva pakaraṇe bhikkhusaṅghaṃ paṇāmetvā, pubb'aṇhasamayaṃ nivāsetvā pattacīvaram'ādāya kapilavatthuṃ piṇḍāya <b>pāvisi</b>	atha kho bhagavā kismiñci'd'eva pakaraṇe bhikkhusaṅghaṃ paṇāmetvā pubb'aṇhasamayaṃ nivāsetvā pattacīvaram'ādāya kapilavatthuṃ piṇḍāya <b>pāvisi</b>
tāni <b>pāvusakena</b> meghena abhippavuṭṭhāni appakasiren'eva paṭippassambhanti pūtikāni bhavanti.	tāni <b>pāvusakena</b> meghena abhippavuṭṭhāni appakasiren'eva paṭippassambhanti pūtikāni bhavanti.
no ce abhinipphādeyya, yat'assa cīvaracetāpannaṃ ābhataṃ tattha sāmaṃ vā gantabbaṃ dūto vā <b>pāhetabbo</b>	no ce abhinipphādeyya, yat'assa cīvaracetāpannaṃ ābhataṃ, tattha sāmaṃ vā gantabbaṃ, dūto vā <b>pāhetabbo</b>, yaṃ kho tumhe āyasmanto bhikkhuṃ uddissa cīvaracetāpannaṃ pahiṇittha, na taṃ tassa bhikkhuno kiñci atthaṃ anubhoti
tena kho pana samayena āyasmato sāriputtassa upaṭṭhākakulaṃ āyasmato sāriputtassa santike dārakaṃ <b>pāhesi</b>, imaṃ dārakaṃ thero pabbājetū'ti.	tena kho pana samayena āyasmato sāriputtassa upaṭṭhākakulaṃ āyasmato sāriputtassa santike dārakaṃ <b>pāhesi</b>, imaṃ dārakaṃ thero pabbājetū'ti.
{khu. <b>pā</b>. 6.6, su. ni. 229} ye puggalā aṭṭha sataṃ pasatthā,<br/>cattāri etāni yugāni honti.	{khu. <b>pā</b>. 6.6; su. ni. 229} ye puggalā aṭṭha sataṃ pasatthā,<br/>cattāri etāni yugāni honti.
etha tumhe mā anussavena, mā param'parāya, mā itikirāya, mā <b>piṭakasampadānena</b>, mā takkahetu, mā nayahetu, mā ākāraparivitakkena, mā diṭṭhinijjhānakkhantiyā, mā bhabbarūpatāya, mā samaṇo no garū'ti.	etha tumhe, kālāmā, mā anussavena, mā paramparāya, mā itikirāya, mā <b>piṭakasampadānena</b>, mā takkahetu, mā nayahetu, mā ākāraparivitakkena, mā diṭṭhinijjhānakkhantiyā, mā bhabbarūpatāya, mā samaṇo no garū'ti.
